-15.0,0.0595175119539
-14.9949983328,0.126901406139
-14.9899966656,0.14633715685
-14.9849949983,0.109162306483
-14.9799933311,0.0618304589432
-14.9749916639,0.0632017435627
-14.9699899967,0.130426700057
-14.9649883294,0.223177691124
-14.9599866622,0.28072540923
-14.954984995,0.28283782842
-14.9499833278,0.258511296227
-14.9449816606,0.264375972172
-14.9399799933,0.332629463661
-14.9349783261,0.441433554484
-14.9299766589,0.534991137241
-14.9249749917,0.574844710651
-14.9199733244,0.5752328399
-14.9149716572,0.589998013481
-14.90996999,0.663082752605
-14.9049683228,0.78812762191
-14.8999666556,0.914316544153
-14.8949649883,0.993095263538
-14.8899633211,1.022810218
-14.8849616539,1.05022704716
-14.8799599867,1.12753262681
-14.8749583194,1.26941808128
-14.8699566522,1.42970036485
-14.864954985,1.54884595452
-14.8599533178,1.60870350075
-14.8549516506,1.6491898098
-14.8499499833,1.73158814238
-14.8449483161,1.88220220373
-14.8399466489,2.06817008682
-14.8349449817,2.22767471786
-14.8299433144,2.32677545979
-14.8249416472,2.39061015983
-14.81993998,2.48028062242
-14.8149383128,2.63667289719
-14.8099366455,2.84286375033
-14.8049349783,3.03967663609
-14.7999333111,3.18008508023
-14.7949316439,3.2737115855
-14.7899299767,3.37550994857
-14.7849283094,3.536503797
-14.7799266422,3.75687208596
-14.774924975,3.98578086278
-14.7699233078,4.16811597432
-14.7649216405,4.29515088162
-14.7599199733,4.4125658268
-14.7549183061,4.57844556721
-14.7499166389,4.80987236656
-14.7449149717,5.06721640063
-14.7399133044,5.29056690635
-14.7349116372,5.45480944384
-14.72990997,5.59271149077
-14.7249083028,5.76479158025
-14.7199066355,6.00367415798
-14.7149049683,6.28662270655
-14.7099033011,6.55150401116
-14.7049016339,6.75644086067
-14.6998999667,6.91830872105
-14.6948982994,7.09721537749
-14.6898966322,7.34123289066
-14.684894965,7.64219505194
-14.6798932978,7.94319995336
-14.6748916305,8.1909198444
-14.6698899633,8.38462483449
-14.6648882961,8.57684827551
-14.6598866289,8.8250820747
-14.6548849617,9.13891304479
-14.6498832944,9.47120288729
-14.6448816272,9.76142089185
-14.63987996,9.9912894678
-14.6348782928,10.2053812532
-14.6298766255,10.4627308473
-14.6248749583,10.7863512656
-14.6198732911,11.142069389
-14.6148716239,11.4699379881
-14.6098699567,11.7393442516
-14.6048682894,11.9771482937
-14.5998666222,12.2429812246
-14.594864955,12.5744136266
-14.5898632878,12.9524062843
-14.5848616205,13.3188076098
-14.5798599533,13.6298107098
-14.5748582861,13.896221915
-14.5698566189,14.1735180708
-14.5648549517,14.5108338715
-14.5598532844,14.9057800464
-14.5548516172,15.3078986814
-14.54984995,15.6625788454
-14.5448482828,15.9625240811
-14.5398466155,16.2544527644
-14.5348449483,16.5961373829
-14.5298432811,17.0032806231
-14.5248416139,17.4350701465
-14.5198399466,17.8316929277
-14.5148382794,18.1693186449
-14.5098366122,18.4820006471
-14.504834945,18.8303588508
-14.4998332778,19.2458373655
-14.4948316105,19.7017861316
-14.4898299433,20.137953979
-14.4848282761,20.515874301
-14.4798266089,20.8542220118
-14.4748249416,21.2129010931
-14.4698232744,21.6354925448
-14.4648216072,22.1104432104
-14.45981994,22.5816782721
-14.4548182728,23.0001466645
-14.4498166055,23.368908793
-14.4448149383,23.7403131164
-14.4398132711,24.1678574303
-14.4348116039,24.656993367
-14.4298099366,25.1601042259
-14.4248082694,25.6202734967
-14.4198066022,26.0236034952
-14.414804935,26.4119826006
-14.4098032678,26.8445629553
-14.4048016005,27.3433658522
-14.3997999333,27.8730249662
-14.3947982661,28.37455774
-14.3897965989,28.8171156447
-14.3847949316,29.2276017487
-14.3797932644,29.6659253162
-14.3747915972,30.1699105731
-14.36978993,30.7205102677
-14.3647882628,31.2593065184
-14.3597865955,31.7422087496
-14.3547849283,32.1799790815
-14.3497832611,32.6283263183
-14.3447815939,33.1366760753
-14.3397799266,33.7027175557
-14.3347782594,34.2745164597
-14.3297765922,34.7982514283
-14.324774925,35.2676853554
-14.3197732578,35.7298878723
-14.3147715905,36.2406814491
-14.3097699233,36.8157737847
-14.3047682561,37.4150377574
-14.2997665889,37.9793919005
-14.2947649216,38.4851073333
-14.2897632544,38.9656116062
-14.2847615872,39.4807431055
-14.27975992,40.0617233769
-14.2747582528,40.6824395594
-14.2697565855,41.2834397285
-14.2647549183,41.8265799406
-14.2597532511,42.3300807386
-14.2547515839,42.8517623291
-14.2497499166,43.435871933
-14.2447482494,44.0723899975
-14.2397465822,44.7062289516
-14.234744915,45.2891335419
-14.2297432477,45.8215657969
-14.2247415805,46.3535331609
-14.2197399133,46.9385983921
-14.2147382461,47.5846206435
-14.2097365789,48.2465161498
